,TCGA.BH.A1EV,TCGA.BH.A1F8,TCGA.BH.A1F0,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FH,TCGA.BH.A203,TCGA.BH.A1EU,TCGA.BH.A1FM,TCGA.BH.A1FR,TCGA.BH.A1EW,TCGA.BH.A208,TCGA.BH.A1FJ,TCGA.BH.A1EN,TCGA.BH.A1FN,TCGA.BH.A1FE,TCGA.BH.A1ET,TCGA.BH.A204,TCGA.BH.A1EO,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A1FB,TCGA.BH.A1FG,TCGA.BH.A209
chr3;71948332;71948917,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.5162,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;103290101;103314186,8.3665,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.3659,6.6415,7.7512,7.7512,7.7512,7.7019,7.7512,7.7512,8.1718,7.7512,6.5767,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr7;141220588;141220948,5.5146,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr10;61154638;61168113,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,9.9886,7.7512,7.7512,7.7512,7.7512
chr7;100731621;100731642,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.1248,7.7512,7.7512,7.7512,6.1441,7.7512,7.7512,7.7512,7.7512
chr4;188951175;188951639,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.5125,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr18;76316623;76316645,7.7512,7.7512,5.5119,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;29776636;29777949,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.5115,7.7512,7.7512
chr13;68978511;68978992,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.5096,7.7512,7.7512,7.7512
chr3;60025571;60027319,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.5073,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;126338697;126445552,7.7512,7.7512,7.7512,7.7512,9.9951,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chrX;155164107;155172909,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.507,7.7512
chr18;74445966;74446495,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.5066,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr20;7374746;7479108,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,9.9964,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;16838201;16838214,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,9.9992,7.7512,7.7512,7.7512
chr8;118161548;118352768,7.7512,7.7512,7.7512,7.7512,9.9998,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr9;5541877;5544405,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.0018,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;1022081;1022716,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4989,7.7512,7.7512
chr1;102852687;102856163,7.7512,5.498,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr10;2314927;2315318,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.496,7.7512,7.7512
chr9;16055278;16133956,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.0112,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;119019477;121226930,7.7512,7.7512,7.7512,7.7512,7.7512,10.012,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr19;51644328;51644944,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4882,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr11;83957142;83959277,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4869,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr10;4248646;4248732,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.0164,7.7512,7.7512,7.7512
chr14;38778543;38780666,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4856,7.7512,7.7512,7.7512
chr12;9481274;9575696,7.7512,6.5114,7.7512,7.7512,7.7512,7.7512,7.7512,8.8706,7.7512,7.7512,7.7512,7.7512,7.7512,6.2536,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;31506911;31513336,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4825,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr3;129594146;129594646,7.7512,7.7512,7.7512,7.7512,5.482,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chrX;32969337;32970141,7.7512,7.7512,5.4816,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;644944;645908,7.1937,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,9.1191,8.445,7.2709,8.0892,7.7512,7.7512,7.7512,7.7512,7.7512,9.2588,7.7512,7.7512,7.7512
chr8;111282050;111283016,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.2372,7.7512,7.7512,7.7512,7.7512,6.373,7.7512,6.5541,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;39373140;39512955,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.0249,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;149034890;149034902,7.7512,7.7512,9.6591,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,9.0703,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;89009547;89012522,7.7512,5.4771,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr10;131037829;131038182,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4709,7.7512
chr16;18134261;18144432,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.0316,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;127832475;128467310,7.7512,7.7512,7.7512,7.7512,10.0325,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr18;6533751;6539302,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4669,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr11;76973002;78043853,7.7512,7.7512,7.7512,7.7512,10.0356,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr15;34453518;34455142,10.0366,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr9;15138602;15218467,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.0378,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;25117985;25126735,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.464,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;51169113;51376594,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.04,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr22;17307635;17307832,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.462
chr11;88336204;88623838,7.7512,7.7512,7.7512,7.7512,10.0429,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;39854562;40045777,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.0431,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr15;23191990;23199667,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4572,7.7512,7.7512,7.7512,7.7512
chr6;66331020;66333004,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4558
chr2;52527362;52554404,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4534,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;121513371;121917482,7.7512,7.7512,7.7512,7.7512,10.049,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr22;21212942;21353741,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4518,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;105470754;105479753,8.2752,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,8.7225,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.7842,7.7512,7.7512,7.7512
chr5;34599942;34599967,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4502,7.7512,7.7512
chr11;118002019;118003778,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4488,7.7512,7.7512
chr18;79645731;79646039,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4432,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr12;1248694;1251541,7.7512,7.7512,7.7512,7.7512,7.7512,5.4428,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr9;89555187;89555290,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4419,7.7512,7.7512
chr4;5395704;5396985,7.7512,5.4413,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;3014054;3019393,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4392,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;113903677;113903852,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4387,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr2;14563383;14563399,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.0644,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr2;14564825;14569968,7.7512,6.8883,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.2953,6.3639,7.7512,7.7512,7.7512,6.6142,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr2;146106836;146109366,7.7512,8.6297,7.7512,7.7512,7.7512,7.7512,7.7512,8.4159,7.7512,7.7512,8.4496,7.7512,7.7512,7.7512,8.4047,6.1998,7.7512,7.7512,7.8234,7.7512,7.7512,7.7512,7.7512,7.7512,8.6657
chr12;9485313;9561078,7.7512,7.7512,5.8946,7.4794,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.2814,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr2;105529918;105535647,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4304,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;4674996;4675848,7.7512,5.4276,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr9;114325122;114326042,7.7512,10.0764,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr3;193133076;193133115,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4257,7.7512,7.7512,7.7512,7.7512
chr18;26785899;26786181,7.7512,7.7512,7.7512,7.7512,5.4226,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr12;84679330;84680864,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4162,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;29433125;29699473,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.089,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr4;186980078;186980091,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4131,7.7512,7.7512,7.7512
chr17;67372761;68265630,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.092,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chrX;31346359;31348367,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4072,7.7512,7.7512,7.7512
chr1;94821524;94822131,7.7512,5.4062,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr22;36374829;36374873,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4058,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;72303253;72345450,6.6191,7.7512,7.7512,6.3591,7.7512,7.7512,7.7512,7.7512,6.401,7.7512,6.6389,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;29233519;29289644,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.0989,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr19;15714132;15714133,7.7512,7.7512,7.7512,6.3417,9.5818,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr11;6099417;6100864,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.046,7.7512,6.0475,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr10;43213304;43222878,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.3872
chr17;29089733;29794148,10.1154,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr22;23988078;23990739,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.2963,7.7512,7.7512,5.8189,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;29869537;29869681,7.7512,7.7512,7.7512,5.3797,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr5;12815668;12838421,6.5542,7.7512,7.7512,6.5597,7.7512,8.6673,7.7512,7.7512,7.7512,7.7512,7.7512,6.6553,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,8.548,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr14;102866922;102949329,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.1249,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr13;67747821;67754275,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.3769,7.7512,7.7512,7.7512
chr6;32723020;32723035,7.7512,7.7512,7.7512,9.9078,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.8428,7.7512,7.7512,7.7512,7.7512,7.7512
chr13;77884332;77884675,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.3762,7.7512,7.7512,7.7512
chr4;182650187;182652237,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.375,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;71303076;71304364,7.7512,7.7512,7.7512,7.7512,7.7512,6.0378,7.7512,7.7512,6.0267,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.4978,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;6020155;6020325,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.3723,7.7512,7.7512
chr7;153450560;153450627,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.368,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr4;69524143;69525061,7.7512,7.7512,7.7512,8.9081,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.7149,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr4;186157893;186158230,7.7512,7.7512,6.1578,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.9097,7.7512,7.7512
chr2;48915711;48919948,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.3666,7.7512
chr12;90097892;90097910,7.7512,7.7512,7.7512,7.7512,5.3664,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr20;12833647;13401796,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.1371,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr5;177964445;177973867,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.3637,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
