,TCGA.BH.A1EV,TCGA.BH.A1F8,TCGA.BH.A1F0,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FH,TCGA.BH.A203,TCGA.BH.A1EU,TCGA.BH.A1FM,TCGA.BH.A1FR,TCGA.BH.A1EW,TCGA.BH.A208,TCGA.BH.A1FJ,TCGA.BH.A1EN,TCGA.BH.A1FN,TCGA.BH.A1FE,TCGA.BH.A1ET,TCGA.BH.A204,TCGA.BH.A1EO,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A1FB,TCGA.BH.A1FG,TCGA.BH.A209
cg04850875>KIAA0182,5.814581127,4.957637497,4.629638289,5.448163426,5.760054731,4.924717522,5.008282441,4.492686464,4.326431363,3.550752115,5.433949301,5.901810462,2.742299305,3.97777114,6.069504178,3.739389772,3.240578649,4.20197921,6.621932087,7.28086277,5.950993705,6.134767923,3.249595484,4.582698879,5.040361827
cg04382396>ELANE,5.6907914,6.327834765,6.30552891,5.900518769,5.453113045,5.63503512,4.472847433,4.728320623,7.257312928,6.655225346,4.370877765,6.085082948,4.034949817,5.739641846,5.302361585,5.333151311,4.275132778,6.291542798,4.918367833,3.872581593,4.286781112,4.42107753,5.0426586,6.504241334,4.882174182
cg19486070>KIAA1908,1.880898004,4.318276069,2.8616811,2.229750109,5.008266719,2.637046492,4.08120139,1.948668077,3.57690572,3.595838515,2.80316783,2.069044329,3.3568015,2.600141488,4.852291896,1.241748425,2.377160987,2.359754104,2.178389646,4.805383346,3.514595941,4.405332225,4.821521571,2.231708438,4.558467173
cg20978460>IQCE,5.201742701,5.358231824,5.008284563,6.089343686,6.363140029,5.614470346,5.806113855,5.174281898,4.20412215,6.12683313,6.465892791,3.55779502,3.398596905,3.990669539,5.778101649,4.535076126,3.621697373,5.848365109,6.29530487,6.335536736,4.541027006,3.902461856,4.163513707,5.771026937,5.881443273
rs348937>NA,0.182272298,0.218565293,0.237831627,5.138544247,4.299078675,0.120457595,1.646027565,0.183533037,5.55969838,1.518940291,1.507565449,1.453064909,1.340009354,5.378076256,1.594110972,4.787782781,0.13128733,5.156681714,0.124889116,0.139643662,1.419617559,1.376267618,1.471959915,0.146622562,1.111118315
cg13849066>CACNB1,4.460582501,5.200202488,6.398077041,7.728527472,6.716989171,7.597813933,7.09592423,5.354682033,7.878877162,7.68626554,7.208009276,5.659692854,3.390480343,6.570960023,6.843113668,6.442199621,3.195846801,6.446677796,8.298469815,7.271417231,7.501700889,6.987665109,4.547042707,7.14274944,5.852161353
cg14475554>LAMB3,5.061566179,5.816582883,6.19101093,7.958955594,5.775145349,5.910226149,6.491060295,5.079044682,7.634839672,5.769447895,7.030710102,5.001896196,4.526843737,6.833359578,5.74167508,4.834294993,3.750817693,6.961476186,6.006064283,6.105316127,4.970191693,6.071577449,4.877791339,6.788779875,6.695625883
cg06797068>DDX43,4.037336878,5.343190027,4.647153865,3.524972289,2.119313306,2.165708703,3.348057976,3.513005082,2.920172849,3.398115817,3.811928206,4.655953898,4.673376608,4.145406784,3.397217789,2.226260946,1.308755279,1.391221221,1.615807001,3.166007069,3.215422877,2.672748468,2.322865576,2.927539801,1.386300338
cg20300129>ANKS1A,3.310503633,3.449412264,3.908014357,2.393608733,2.640612896,4.043488887,2.877293983,2.259741731,4.990989387,2.069533551,3.5800613,3.238507033,2.337015388,4.285057611,4.461032826,2.201525267,2.239555354,4.032323609,5.017940399,5.925636217,3.510561191,4.606484684,2.124443747,3.01206879,4.045192751
cg19216851>ST5,4.666536105,4.863348159,6.123069532,4.18752403,5.47493182,5.884198332,3.659384963,3.614268746,6.665459654,4.223817533,5.692326993,5.637431174,3.118779363,5.812843255,6.484370279,4.35950441,2.911226205,4.580714863,6.210642256,6.858676556,4.649639627,4.83242478,3.791461019,5.718683689,4.290205367
cg07385220>DOT1L,5.333231266,4.387148897,4.787975963,5.99737776,4.137196693,4.103515485,5.137980047,5.594547257,6.069849564,6.332593993,6.886901233,5.095525325,4.046100168,4.015752849,3.668805368,3.998322979,3.919294118,5.681254037,5.888882237,5.126793296,3.902516518,6.455610672,4.264378365,4.218643948,5.13738555
cg26809488>BANP,7.152585562,4.003585575,7.226526959,6.443903639,4.246938434,3.294305407,8.014503695,5.120540596,6.903386041,6.315667202,7.873991336,5.737913066,6.663296255,7.292308169,3.846548641,5.698715815,7.55714844,7.739834123,7.600902081,7.37153032,6.876222331,4.66827159,6.417358399,7.644400942,8.063102641
cg26829322>FBXO44;FBXO2,5.322458688,4.336853567,4.461243745,2.991096421,4.303158507,4.43582068,4.050982274,3.4935455,3.577818087,3.239241196,3.251250672,6.021597176,3.800056116,4.034079732,4.426179472,3.453864606,3.740228201,5.384948836,5.464264013,6.165404249,4.28880773,5.809453772,3.396442454,4.175139644,5.361555992
cg08643646>NA,2.310233217,2.612584181,5.044675577,2.384437072,2.805218256,5.150503031,4.995354838,5.864144857,3.220483386,4.749678717,5.152565293,2.096116149,2.052890797,2.495473485,4.289249817,4.419258449,4.961654616,4.816919201,3.860650338,4.764616656,4.527475179,4.313474689,5.130215966,2.991527301,5.165881133
cg22528270>PRKAG2,5.63485991,5.707550668,5.150779533,5.231225446,4.981517955,4.479661261,3.639776441,5.806399488,6.365300274,5.786239738,3.345425212,5.907741899,6.304802076,4.276548547,4.942356027,4.980190359,6.456728621,5.171696389,3.800182717,3.244800119,3.648185276,3.742379232,5.712047387,5.902413754,3.437434809
cg11754374>NTM,4.458585832,3.419232171,3.219472855,3.38836231,3.686908842,2.801912273,2.962245864,4.274513804,1.771891946,2.355359184,4.929462187,4.222525948,4.085204732,2.307013216,6.12424526,2.823733379,2.150230995,4.15028742,5.278965301,6.756793482,5.251445852,5.736359806,3.118307213,2.502928339,3.132743379
cg24137774>NAV2,4.212493479,3.694736795,3.70597531,2.843176566,3.059183118,2.220045975,2.803030888,4.2976851,2.015326828,2.510596786,3.407575478,4.902039582,4.103462057,1.989645686,3.534506365,1.867683011,2.563187099,3.206590578,5.078941452,5.829128463,3.984396411,4.450159915,2.733262654,2.022523273,4.835985443
cg09174681>TOP1MT,2.59974012,1.651495598,2.352602111,4.180606538,0.909722495,1.483833763,1.242545582,2.08914103,1.736615898,3.374310053,2.519655351,2.915368786,3.121181959,1.763199461,2.992913634,1.332055562,1.415912652,3.891542595,2.733389246,3.951376302,3.505387156,3.262972971,1.335873139,1.482705874,2.605925011
cg08308162>TMEM186,4.750434246,2.763452799,5.177977352,2.364258831,4.512940256,2.633908692,2.465875978,5.245955916,2.651734808,4.394949,5.552652353,5.081966803,4.826378103,4.598982837,4.340037766,4.108929249,4.512555072,4.844302341,3.154723079,4.254892025,2.945626861,4.291733064,2.349800861,2.321392069,5.008700275
cg00166722>C3orf24,4.958163401,4.702081072,4.167062882,4.766269941,2.918275694,3.198553798,5.387796945,3.611880209,2.925528428,3.422051686,3.670648329,4.757727045,4.972980579,2.875953543,3.531353008,2.843252553,2.874423611,3.680723183,2.736360763,2.767693534,2.880818317,6.407280877,4.476728072,2.622208866,5.689907332
cg18323251>SRRT,3.965147381,6.878250659,5.944361078,6.244115372,5.93131882,6.984543717,5.531635127,4.897969467,6.727603758,4.839194467,5.449482659,4.527247426,5.029255571,6.694525527,5.754099873,4.646735061,4.172944693,6.857002049,6.663529805,6.932989131,6.572158667,6.328319695,4.635304322,5.214168355,6.206907485
cg09667606>SYNJ2,4.100755696,4.396628738,4.495830454,5.00881209,5.09617093,4.348774522,3.647996451,6.190820861,6.949509868,5.704197068,3.564877024,5.663976992,4.624964261,4.349022503,4.536305045,4.540949721,6.232961675,5.255553289,3.010576402,3.299987043,3.594045449,3.379319718,4.767099006,6.494231992,2.901014214
cg16317947>KLC1,4.923968576,4.502997279,4.120835421,6.137162018,4.111620421,4.000129632,6.215022517,4.627532997,6.639093425,5.909294082,5.911342797,6.3637918,6.114417486,6.582415045,3.523387019,6.293761374,5.72911458,5.480717964,3.162558185,4.218535454,4.086667796,5.852286464,6.070313799,4.77464336,5.595741343
cg04985482>MICA,3.062157746,2.817002569,4.651255023,5.157418908,4.718651497,4.712751822,5.540157022,3.093394623,4.531550682,2.857113335,2.928046008,2.670483699,3.582031574,4.645757506,4.594888262,4.729110794,2.577847559,5.161346514,6.070172616,2.768947966,5.021687422,4.334741727,5.355044814,4.385201027,5.668748809
cg25351461>NA,3.951561713,3.112718126,2.782129605,6.186883465,3.446422873,4.237045524,3.906842214,4.647145754,6.917428138,4.803416538,3.149567999,5.095193756,5.001193062,3.262163716,3.132352798,4.144306843,2.193390125,5.359281939,3.029916612,2.999361715,4.229616567,2.83841768,5.097701531,4.657623893,3.447098093
cg10013287>NA,2.977910235,2.317438826,4.993761536,1.709643919,4.870798908,3.940047249,4.692843092,5.028941743,4.329385537,2.401658206,2.588549116,4.20313713,5.176890813,3.149787785,3.325062375,3.801488691,2.972223476,4.511403098,5.339446406,4.99547063,4.543682693,3.422777823,3.266811839,3.293932823,2.991438103
cg18147104>NA,6.749234025,5.346498297,4.39695273,5.968266246,6.945485443,4.704511408,6.464822099,4.07401467,7.380856147,3.378909797,5.558030356,7.079208579,6.224475869,4.635987349,5.760149739,4.486810105,6.040375994,5.094018719,4.93606698,4.472533114,5.596785446,5.312564667,4.473414591,6.678121296,5.702714018
cg15466933>PITPNM2,5.051025756,4.457409859,5.24798625,5.189133436,2.870322628,3.043679965,5.300656272,2.935815212,5.585974864,3.285847384,5.609768245,4.231920496,3.26502627,4.426332203,3.407066463,4.936539277,3.563018139,4.590696489,5.430732236,5.153152627,3.468332591,4.196942129,4.417834891,3.975934816,4.379445557
cg06103624>SMAD6,4.98108303,4.149534792,3.539752354,6.723876977,4.505896075,3.29772039,4.777041393,4.847498286,5.734469572,5.061304761,5.979292313,6.930401444,6.952444526,4.24598808,3.739472154,4.085432346,5.49782344,5.769753628,3.939096207,5.761010197,3.417075639,4.650460064,4.324803883,3.973655023,6.215327462
cg26035817>PTPN22,2.858779763,2.146662925,4.004397942,4.762290821,4.795786584,4.35549862,1.923438946,4.757624058,2.055626908,4.392165756,2.19124294,1.947898666,5.322036862,4.669104018,2.967055681,3.821331776,4.317032399,3.915602928,4.909385646,4.512519751,3.147589965,3.314287628,3.031547664,3.428854159,2.695336298
cg27437510>AGAP3,4.27874962,5.207948396,5.501324361,3.352321258,3.309194545,4.099780704,3.69576222,3.56549346,5.200282546,2.844366957,4.303138323,3.895749577,2.244789732,3.874237135,4.949747912,2.723492413,2.493472697,5.013940316,5.14481711,7.210274107,4.629849082,5.569582482,3.053975538,3.791406522,4.560852024
cg14498227>NA,4.051724036,3.686289361,4.936753981,4.896011357,4.69493905,5.016210143,3.698464685,2.914305044,4.592627716,4.223250224,2.88240068,3.682293326,2.017263221,3.08833249,4.4366324,2.060204976,2.087873488,3.71877114,5.022965627,5.536279948,5.143608186,4.226096084,2.355614349,3.998537913,3.541753115
cg22676075>NA,0.359944694,0.26582006,0.214972786,2.150861106,1.661220319,1.767228212,0.278785605,1.658292246,2.61326586,1.858744511,0.433405824,0.428527291,1.789357518,5.379507658,0.354543029,1.800298727,0.324933808,0.30595175,1.524294681,0.482632443,1.889078824,0.450529925,1.89402166,0.259522375,4.42208498
cg11005562>NA,4.992602462,5.453446986,6.469968116,5.434035807,4.511385925,6.284588211,4.751557183,4.774511881,6.732424821,4.823796155,5.210676837,4.329784727,4.544637515,6.691286993,5.556189722,4.646715618,4.482140949,5.531881474,6.42548672,6.978961489,4.303532821,6.479807441,4.583958459,5.641105099,6.310320749
cg22325186>FBRSL1,5.092979664,2.669559453,3.895183609,4.37532064,3.004067908,4.518423715,4.693029218,2.683561614,4.13940939,3.862161849,2.832520625,3.04663024,4.802796702,2.36725175,2.59114065,3.94769159,4.105427741,4.799608055,2.221137106,2.212317582,2.685305517,3.862693956,4.398508842,3.926665043,3.068815604
cg14905600>PWWP2B,6.098501871,4.739538033,5.747107087,4.283916958,7.000382204,5.316671376,6.732659216,4.646922218,5.564912375,6.247322065,7.051888831,4.304202841,3.808346163,4.41203487,5.614006695,4.107209237,3.806901825,6.149988981,7.15508449,6.958338725,6.065814942,5.051575402,5.643250077,5.969621758,6.493889398
cg01056242>GPR133,2.54553301,5.389727136,5.190403105,2.926956935,1.31766525,1.719796747,5.110090459,1.87057529,2.034821569,2.742064953,3.950997831,2.464982128,2.112640986,1.734835581,1.653064951,1.988604766,2.634970225,2.722923028,5.196324731,4.620592983,2.635450524,5.082906152,1.080417741,2.600968945,2.647798123
cg26365847>NA,4.023942356,2.772399781,4.540196198,4.828772223,2.503076498,3.537394475,3.644423092,3.462721343,4.385916885,3.160996929,4.313235579,5.503539482,4.461514506,4.068846392,2.445214945,4.876239955,6.396068536,5.616475606,1.323611038,2.258308504,3.545397636,5.00842076,5.057832188,3.291385851,2.702348666
rs11034952>NA,1.52880327,1.577050762,1.632666273,0.074401773,0.076344911,1.499487345,1.554508486,0.077274645,0.0937717,6.004512742,6.195308118,0.090777358,1.501808841,1.552031132,0.099202239,1.504938333,6.214095572,0.08357674,0.116658154,0.093490008,0.097456659,1.630757384,0.085108806,1.559048468,1.57002601
cg11724557>C14orf80,4.47958707,6.54274703,4.979995943,5.158684844,4.877054787,4.560462453,4.711818139,4.393572333,4.435064355,4.006462552,6.656090176,5.096608309,4.025656436,3.635759527,6.234875231,3.640774635,3.089537641,5.994026796,5.94875527,6.595827333,4.985933965,5.98363261,4.321488398,4.015205222,6.169281329
cg01966791>MIR1914;UCKL1,4.40661142,5.233035589,5.246413258,5.360075669,5.290225364,3.615042776,4.335010337,4.091809711,5.030615352,5.649018642,3.60592387,4.78504475,5.37473318,3.164586633,2.695469115,2.963258722,5.26376578,4.2068561,4.482540174,3.165488492,3.751176547,3.334694612,4.484702176,3.710266078,3.427842288
cg13639452>COL5A1,5.723555733,4.484858412,4.260188703,6.484104969,4.273387385,3.304861798,6.667599167,4.684403487,6.645434337,6.307421839,5.89323886,6.157419329,6.052757458,6.094492523,3.872849094,6.554022063,5.540812745,5.213978203,3.361131775,4.112903953,4.734393688,5.211627663,6.898589015,4.797425492,6.100516113
cg17971086>SAPS2,4.299502723,4.359209165,6.101206349,4.519908665,4.656280255,5.370017331,3.592795242,3.726847802,6.283998611,3.499877432,4.613040426,3.365688435,3.132696731,6.066754685,5.239133456,3.153361074,2.531690638,4.94472236,6.164473436,6.766119345,4.822313907,5.497564585,3.795138545,4.356966925,4.902015027
cg21966860>HSF1,5.658173729,3.935953245,4.975432597,6.291257677,4.135693229,3.725183705,6.606727367,4.375545488,7.085352298,5.556415125,5.98836066,6.998503082,5.584223481,6.142672916,3.391529652,5.8359243,6.455932766,6.361695379,4.030800613,5.014172648,4.157330754,5.288956915,6.643941418,4.81463109,6.061048466
cg21796528>FOXN3,2.957114424,5.257656492,2.885399247,4.616634091,2.951538536,3.95168065,2.604591014,3.710976502,4.367165319,3.756944933,3.243862504,4.089085193,5.082274744,3.380514221,3.16525574,5.047116757,3.931666948,4.364761069,4.813791088,1.813887269,5.353075004,4.926512717,3.823413955,3.036273457,5.704210858
cg10246581>CMIP,4.650133236,4.383496959,4.389791466,5.706724712,3.30242315,3.952745402,4.830588033,4.867568194,6.399283282,4.373185141,4.891104557,5.554542871,5.65712554,4.902773547,3.435333613,5.933072756,5.710490569,5.832199509,2.968620117,2.790677259,3.581385843,4.033439647,6.376787491,4.535537488,4.409670272
cg13049357>NA,3.444984393,5.666577207,5.093781972,4.107388045,5.710981362,5.424283258,4.573900886,3.884025244,5.872152559,4.931369692,5.047115719,2.886890958,3.90435638,6.305063264,5.924351705,3.967391723,2.421357574,4.133523643,5.799790151,5.900165704,4.463097542,5.025245908,4.589715921,3.584109673,4.867549632
cg03070534>NA,3.86831117,6.961350496,4.363766196,3.977508537,5.909595265,4.935071895,3.567470613,4.218803674,3.99191982,3.539273292,5.454476913,6.546619876,4.426161741,3.828014115,6.307619919,3.862343449,4.108376817,4.606849074,6.921531751,7.042658831,5.555094593,5.741189666,4.848713771,4.196533107,6.775114837
cg04118610>LPHN3,3.807810898,2.506051212,4.027688312,4.561929331,4.488266712,4.185852397,2.294076938,2.677158361,4.195952996,2.060224914,3.33253727,2.317529809,2.580124071,2.117237253,2.232132225,3.180332804,4.035922109,4.001828358,3.977611288,4.126747519,1.849440744,0.352250871,3.956642315,4.110288617,0.411173864
cg17178900>PM20D1,3.428386699,1.810275382,3.928505518,3.840547672,2.646655938,4.227726261,2.379202616,2.23670739,3.89299646,1.753875077,3.049751026,2.499538817,1.958872498,2.660285737,1.129602834,1.427736614,3.402725091,1.614767426,0.603311781,2.266131426,4.95060409,1.109881562,2.763178324,2.868782193,0.469086473
cg06715136>PTPRN2,3.772514313,3.77191966,4.841791821,3.590126869,3.435622118,1.285673813,1.978515737,2.013946416,4.895423027,3.448871723,2.169995976,1.758761514,2.997932594,1.468642384,1.689131097,3.967893654,5.367648657,2.428641809,2.499866836,2.033723043,2.170435207,2.122455404,3.364086339,4.015497638,2.941190599
cg06877247>CAPN8,3.443567514,2.595368075,4.142236236,2.448197207,3.300881201,4.453429695,2.550472149,4.804974256,2.954330278,2.641382744,2.638095202,3.388990555,3.583609363,2.926931356,4.78067587,2.14110068,3.956053358,4.070102936,5.775371462,5.339748597,4.883801631,3.546905001,2.241325544,2.779992522,4.837153569
cg01147727>KIAA0284,1.553517696,2.248099764,1.321789949,1.329711582,2.187626412,2.241532687,1.271096944,3.02644968,2.382076089,1.228785281,2.39686766,3.027232272,2.954655926,1.264427575,1.559083094,1.20157164,1.098729753,3.223921474,3.408801207,3.106135315,1.379662977,2.95733845,1.112724858,1.012839438,3.912443543
cg24073056>NA,3.100556547,4.223542611,5.418323827,4.562503696,3.683015573,3.854620939,3.539234174,5.089242226,5.398964018,4.742917505,4.549118113,3.948178051,3.612971064,2.573456183,5.311949034,3.367522777,3.300128201,3.319675186,4.615812027,5.404219631,2.75471619,5.051819448,4.190736961,3.214731446,5.506841402
cg14978345>NA,2.683224851,4.629248536,3.499402013,5.059414834,2.913202627,4.332439932,3.014650723,3.33812308,5.240530521,3.454863308,4.057845099,3.663484573,5.998879288,2.99010302,3.230258351,5.286080807,3.033528086,5.109996084,4.753833039,4.434944954,3.300225253,1.992815806,2.633338483,2.505539425,5.46274082
cg14106680>MYH14,3.764120056,5.175410352,5.272369161,5.412615588,3.744701183,4.343698434,3.762756797,5.386867737,6.164997808,5.633133261,4.96110892,4.417106543,5.354243124,5.714737722,3.627710633,3.116408044,6.631112144,3.05268524,5.251033805,1.84397397,3.439151355,3.089331553,4.733330174,5.51330589,4.624416001
cg16915863>LOC400043,4.19461618,6.024216729,6.296191055,5.859266193,6.559540353,4.925701917,4.976363241,5.668349067,6.973671774,4.710484738,4.691695624,6.457610958,7.366468323,6.026326157,5.245332044,4.422333228,6.91389281,6.10941942,4.17599105,4.223319136,4.413591218,4.071141935,5.282556193,5.694888574,3.74503227
cg04073265>SLC6A3,4.581707269,5.024220881,5.593701436,6.856382456,5.923386931,3.387751762,5.650997746,4.589125821,6.609789771,4.592803756,5.009589097,5.81023073,4.17945625,5.911243011,3.876867167,3.844765874,6.07230391,3.571166436,3.540602356,4.810514477,5.318213763,4.244060004,6.062736589,3.897762797,4.399757571
cg15623111>CDH4,4.460099942,6.589069056,6.220252529,5.531892934,4.871484041,4.509845286,4.842377692,3.985778754,6.063149517,4.40394513,6.740132591,5.299828443,4.123526269,3.946070817,6.031115003,4.874742269,3.907979407,5.968119878,6.074859515,7.08899057,6.026516075,4.108375048,4.220399412,6.759832788,4.727854247
cg10067737>NA,4.339293829,5.563067934,4.088160293,6.167436314,5.448480586,5.612379638,3.808710095,5.232734864,5.875048802,5.271775182,5.603766894,5.404347889,4.596140196,2.988433335,3.620853475,3.185727306,3.95722855,3.186482554,3.449078362,5.824510219,3.654420911,4.87866684,5.651753852,5.067696008,3.399109254
cg25319279>NA,2.068261198,3.041919312,1.865938217,2.428812866,3.933065387,3.349765596,4.929817489,3.741456932,2.801359534,3.514648962,4.322832722,2.692605166,3.27959659,2.224983984,2.536782892,1.764121666,1.459881579,1.726376475,4.053094129,1.948635086,1.942487452,1.875277264,4.235043888,4.038547389,2.275756964
cg14916228>DNAH2,1.971430491,2.716426383,3.9953465,1.603378387,2.905150134,2.269196006,3.011946739,6.211127935,1.551498018,1.632970312,3.093632925,2.91498627,5.298057156,2.890691824,4.21792796,2.594999888,1.575627974,2.615179614,4.439998514,6.582121472,6.601312875,3.894839945,2.380035466,2.550403137,3.205516733
cg09749225>NA,5.78432123,4.526048213,4.319764783,6.623534704,5.435277964,6.680185333,4.429167927,6.123689805,6.354592171,6.284037764,2.813738129,5.585355328,6.188335201,4.16161162,4.275409726,5.293314978,5.904910896,5.920435044,5.224974764,3.545207465,4.493534256,2.85309898,4.189178352,4.987287375,4.052867391
cg17209507>MYH9,3.495429154,3.536489595,6.248191632,3.798363385,5.151236053,5.157395102,3.982925103,2.985085722,6.939257086,3.933176839,5.133261176,4.360196139,2.391467482,6.553220247,5.02651332,4.042076645,2.829756198,5.133510975,5.993465716,7.41642877,3.838012857,4.197501684,2.652265442,4.228963251,3.487348483
cg03034934>CBFA2T3,5.353050682,5.359326185,6.346328294,6.488128889,4.503352917,4.754727347,6.063280046,5.43449937,6.687674888,6.312508071,6.476084456,5.959220462,3.740032813,6.622629382,5.456306553,6.443021622,3.887732135,5.99143556,4.058656825,4.656415253,5.481811588,5.810371921,3.961140791,6.746671948,3.909977931
cg11777917>FGFR3,6.110008121,6.450220639,5.216823502,6.488476173,5.042067205,3.609737467,5.065157551,5.886499966,7.743056628,7.524651835,7.252651608,5.845953332,5.995193545,4.502593199,5.081444766,4.108949241,4.585226472,3.76962667,6.602778981,6.493311743,3.529004279,3.459188265,6.562607989,4.272830982,6.018142126
cg07180897>HLA-DQB2,3.475550317,2.746156081,1.673164474,3.439551163,1.479043338,3.171302748,2.689842025,3.119518497,1.751081374,1.459569393,2.899348643,3.851102883,4.236293423,2.838497815,1.503343185,1.192482813,1.351581006,2.813829295,3.714725192,2.39216009,1.316922305,1.43395175,3.013714383,1.572367193,2.220708379
cg15501526>NA,1.521276154,3.729167359,4.644466178,3.190851733,2.167500676,1.297712765,2.270954357,3.548157615,3.575392021,2.29896489,2.467784158,5.017959822,2.852049464,4.645165206,2.399545787,1.122467617,3.482179161,1.885546077,2.789423541,1.330835989,1.156736721,1.86753499,5.128913484,1.946023553,1.563490579
cg24500294>PTPRN2,4.826166675,3.177328634,3.081836572,2.082920485,2.951497897,2.710839461,3.105287597,2.094551423,2.209841882,2.81718033,4.747381041,3.140754473,2.027402958,3.051936691,4.651487941,1.796297639,1.932818757,4.181748801,4.089722447,4.927915932,4.260953879,3.544349958,3.560325838,2.426878933,3.586494165
cg16366262>TTLL10,4.273025031,2.832628847,4.385176962,4.937787709,2.935573898,3.049513959,4.394594565,3.475928369,5.543430284,3.481824381,3.093232269,4.755637803,5.601482471,3.927409889,2.264879942,3.352423012,4.89279146,4.024390331,1.473905641,1.421371847,2.599510474,2.649742848,4.860505015,4.487541524,2.262550826
cg24599017>NA,6.893362648,4.164843457,4.583203644,5.255570584,5.878109165,4.006249542,5.887184068,6.739352989,6.000533764,4.261477942,4.297876189,5.563502946,6.029101432,3.36196854,4.393673032,4.402073981,4.874829332,5.313283211,5.709726274,6.470323317,6.462069404,6.797593712,5.10644022,7.138272965,6.051349143
cg00456343>NA,2.884076464,1.107217561,0.828675201,2.916892204,0.985939087,2.333379445,0.692607884,2.393873034,2.637688743,2.615178172,2.778659655,0.944144092,1.769883731,0.886184859,3.094886206,0.977407715,2.21288153,0.649697384,3.26628747,1.867678918,1.081522377,0.753514951,0.693730969,0.943102531,3.986620601
cg06482783>NA,2.438339307,4.172985001,3.47894546,1.971744135,2.513512213,2.705393181,2.830112468,3.919314771,1.752731255,2.492778713,2.627955664,4.063371194,5.232024441,2.776880419,3.179940216,2.221279812,3.778318164,3.753136353,5.615056867,4.772189254,4.506625772,4.203856132,2.182316718,2.057604617,4.849197914
cg07011961>PRDM9,3.395002779,2.329919311,3.625791525,3.9107002,2.028620534,1.599049064,3.315136207,4.802793656,4.81393423,2.066811791,1.716622746,2.64464,1.70555719,4.869447438,3.70655181,2.427271302,1.896263209,2.655164929,3.038441468,3.018252454,2.345010951,2.992361423,4.18052867,4.153157996,1.630133224
cg13251533>NA,6.043708641,2.959012758,6.222687881,4.51432972,3.32209833,5.340557354,6.801268631,3.718436191,4.688422023,2.942604917,4.862274324,2.034264575,2.761684872,5.307804433,4.08954157,4.017977694,4.972129458,4.063552879,4.888506024,6.09548435,3.444642719,3.126830065,3.440278236,2.114753946,3.696084829
cg03961510>NA,4.29643858,4.652452046,5.352802072,2.43104323,4.435979333,4.549644777,6.623004126,4.417820023,3.60761128,4.053526965,2.217488531,6.097397031,3.05655469,3.503351382,5.237644981,2.484025302,3.386979412,1.791112338,4.03642608,2.93412703,3.328604222,5.142353126,2.715371412,3.817434731,5.150334387
cg27620176>GRAMD4,3.90724354,3.822640187,5.7961037,3.770355704,3.269837085,5.609735231,3.232255462,3.190292184,6.647509799,2.817077047,3.345405761,4.38662157,3.215433786,5.132405523,5.271844489,3.002198744,2.829011607,4.562267718,6.633284018,7.246459991,4.48825576,5.632322756,2.877192026,3.748028893,4.683905707
cg13924635>SDF4;B3GALT6,6.887632174,6.401026337,6.594047691,6.651235198,5.750543009,5.23031202,6.546260692,6.141299203,5.516618675,5.201964724,4.145585133,6.837993334,6.976395452,4.686378338,5.875037022,3.82619545,4.026690798,5.20561559,5.682593706,3.601995852,4.075603829,5.508548529,5.956558182,6.271596908,4.513598115
cg01820213>KIF26A,5.031878889,3.976030406,5.213429453,2.989137022,4.337556883,2.70547161,4.80345103,2.548399902,5.700560873,5.089345347,3.343001928,5.036008184,2.178303147,5.234069612,5.403222004,2.473828919,2.30848318,3.036058116,3.069561035,5.904184905,5.081232242,4.462165037,4.460846448,4.298116003,5.216426126
cg16138910>PTCHD2,5.686967235,4.348315189,5.967636642,6.585505765,4.195277608,3.502739901,6.402509412,5.715264696,6.098577025,4.72881647,3.968491363,5.242287282,5.181443517,5.090730694,4.977086638,4.418530816,4.108657613,5.083042483,3.179714197,3.065017079,3.866799817,3.548403769,5.751171813,4.681232265,3.792138356
cg12045875>DDX43,4.798588258,5.470116576,5.32850965,4.118097031,2.750252943,2.944626419,4.992515028,3.916475425,4.711819789,4.451026216,5.266627181,5.426170685,4.821060851,4.896678896,4.222558669,2.633574813,1.740761497,2.001128263,3.108732112,3.879051295,3.974685873,3.74626814,3.252238203,3.919736678,1.662996113
cg20471927>DIP2C,3.519741762,3.483245021,5.452211246,3.539972071,4.916690759,5.591162983,3.091887536,2.693498259,5.702914468,4.397427243,4.884450472,3.416339147,2.116873679,3.032812612,4.148843213,2.583712915,2.566700422,3.82096997,5.798747727,6.760251661,3.949441191,3.821257389,2.791521517,3.783921315,2.961297376
cg20297631>CNR2,4.843687593,5.118469038,4.87598203,6.618738442,3.92155157,4.632036147,6.217373978,5.449463233,7.734141376,5.749256523,5.636834173,6.528558124,5.34609856,6.605346858,3.645425797,5.807109749,6.305070459,6.550753584,2.569717609,3.593046741,4.084469029,6.579012065,6.981725957,5.173366319,5.674917865
cg15871206>ESPNL,7.573666522,4.853446737,5.100745053,5.161211088,5.725140134,4.853662909,4.839688182,5.917517599,7.111016906,6.573791495,4.15924677,5.890765499,6.700282202,4.48777544,4.530507309,4.417491958,6.521912297,5.638480543,5.030542754,3.758459979,3.825995981,4.100988982,7.167681521,7.38277585,4.520059039
