gene_id,Groups,Category,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54
cpg431,Group,D2,0.585776081,0.589879136,0.498110349,0.86734984,0.461373106,0.687261906,0.449998391,0.431927387,0.481030917,0.544880151,0.586752324,0.393478945,0.726847303,0.465002836,0.584140692,0.592662369,0.543472393,0.548334468,0.797033311,0.482774417,0.426156175,0.621306362,0.851526076,0.724989426,0.519375649,0.660329292,0.734792321,0.920819691,0.723259359,0.789509598,0.909020875,0.89797523,0.959445602,0.52394008,0.78701841,0.884201943,0.82420453,0.936842099,0.891217377,0.831388598,0.670285162,0.958821778,0.932879648,0.954431452,0.800576232,0.947338704,0.937564123,0.958742701,0.95293992,0.956845829,0.904727005,0.845513958,0.906712151,0.784191916
cpg432,Group,D2,0.634297728,0.694816097,0.543600723,0.321414131,0.603776256,0.506722961,0.621441641,0.544445716,0.659728964,0.530887514,0.567279737,0.633305733,0.56613187,0.63943552,0.560435384,0.583738029,0.607237371,0.555284983,0.501861897,0.645124383,0.678057468,0.559115371,0.324212284,0.517730358,0.662843548,0.636025247,0.425828694,0.327959886,0.570147728,0.427762072,0.516554524,0.659323841,0.566086536,0.559710377,0.517329013,0.23931138,0.530277496,0.627011978,0.70142587,0.493963206,0.625819866,0.224432308,0.5540624,0.465072886,0.640482819,0.608566443,0.815039564,0.547663963,0.623830259,0.760549686,0.418188605,0.462638265,0.378823523,0.782969339
cpg433,Group,D2,0.486191953,0.500802181,0.625630036,0.690816905,0.530596166,0.65843721,0.620864227,0.533605668,0.547703846,0.584296814,0.609199843,0.502914422,0.585420768,0.640152399,0.549638547,0.642547903,0.623128898,0.680366672,0.54367877,0.528122261,0.624917682,0.585299775,0.862583108,0.706001992,0.416326588,0.540020369,0.853484186,0.655291289,0.547217963,0.759978983,0.523960461,0.770935863,0.440439466,0.421249572,0.359094227,0.74246821,0.439122532,0.220896364,0.261224364,0.429740736,0.415814046,0.409226414,0.10895664,0.231545189,0.407499975,0.259791916,0.186569855,0.276057869,0.534050801,0.316563861,0.590095191,0.488316693,0.352449498,0.095408704
cpg434,Group,D2,0.938153563,0.926404892,0.929918727,0.860504987,0.916163201,0.877062222,0.933758447,0.939341203,0.938651245,0.907229622,0.895762117,0.908542196,0.933233757,0.884799837,0.91889684,0.927711492,0.931685377,0.958619906,0.821651735,0.911765093,0.87926144,0.897610685,0.774215695,0.899202229,0.944063147,0.916094514,0.891932421,0.862517479,0.807091153,0.902027813,0.844629385,0.872111365,0.853131963,0.911411491,0.882824249,0.838023959,0.875023324,0.923376449,0.885723106,0.908837432,0.891800152,0.918059109,0.89885246,0.882866139,0.897072696,0.787250191,0.8947952,0.875326014,0.901860618,0.894221972,0.813164825,0.84101941,0.833465631,0.946570318
cpg435,Group,D2,0.297055361,0.524368657,0.317154843,0.11619366,0.260515344,0.241466723,0.328559035,0.285437997,0.332901759,0.286509722,0.278230682,0.394729617,0.297784178,0.290503699,0.265407405,0.353935323,0.364050767,0.300076958,0.261216845,0.3823244,0.269295457,0.360534843,0.157930167,0.276744966,0.339933547,0.341605072,0.210036845,0.05862557,0.200893603,0.11904906,0.232151209,0.056894795,0.064530673,0.188974249,0.090812555,0.090331308,0.114860701,0.102770379,0.092819984,0.048371929,0.293318394,0.087652504,0.100426325,0.13234606,0.084255614,0.042151603,0.037935242,0.025095008,0.135790396,0.160028807,0.084906149,0.25090768,0.052950567,0.028282
cpg436,Group,D2,0.914599343,0.919563081,0.903860158,0.900308982,0.896471026,0.910383381,0.910331377,0.871269653,0.890289641,0.881694726,0.869264116,0.904876668,0.907509886,0.896304517,0.922339632,0.89666346,0.822229962,0.879315335,0.841251397,0.800675652,0.915337416,0.917034806,0.88326791,0.904550704,0.892723071,0.883801228,0.877900022,0.920020921,0.842724683,0.917876138,0.893555929,0.909370311,0.866274336,0.903614681,0.850958837,0.805939868,0.910362159,0.846281986,0.903212542,0.906111299,0.922254756,0.912308675,0.818171097,0.880613805,0.880329938,0.890777606,0.854187127,0.83157217,0.548485392,0.9468499,0.889912966,0.875825335,0.141421482,0.88112574
cpg437,Group,D2,0.709944885,0.72483014,0.752367225,0.670591252,0.705625035,0.652803893,0.691537189,0.655837447,0.793463767,0.65734654,0.571999074,0.674288136,0.678860049,0.664916054,0.601928828,0.62725329,0.686590705,0.641563655,0.613739802,0.703037522,0.670009063,0.652548246,0.532507928,0.513423907,0.709380212,0.667375118,0.419152321,0.615465803,0.597504655,0.750994448,0.676682865,0.663985011,0.646646579,0.795997789,0.68779959,0.659500351,0.753555262,0.757272818,0.68419843,0.618416176,0.763098361,0.602878568,0.892324618,0.756605092,0.746380506,0.838654481,0.749526923,0.535583722,0.767880508,0.709072901,0.664921281,0.556973474,0.244420298,0.085910825
cpg438,Group,D2,0.73041035,0.75630209,0.742624948,0.795728943,0.753807196,0.80435822,0.702594835,0.739051442,0.758571012,0.775672365,0.701895506,0.792922149,0.691252997,0.760628176,0.700643033,0.724422741,0.742539846,0.665766648,0.796838344,0.740610981,0.73811883,0.769583084,0.699151137,0.709800036,0.663375085,0.659716492,0.696956207,0.592001986,0.652719172,0.572810823,0.621591208,0.761234489,0.903060529,0.771561259,0.504445822,0.841124649,0.816045062,0.67476911,0.346387145,0.346148151,0.482076274,0.293073057,0.332349315,0.24745022,0.497396008,0.605417327,0.217327184,0.863052585,0.538155211,0.461950839,0.544762977,0.557745355,0.726856426,0.146421371
cpg439,Group,D2,0.691186834,0.675158208,0.722623477,0.704923274,0.702242146,0.633643457,0.631271915,0.613889826,0.638957335,0.566008883,0.669364053,0.599119282,0.585688726,0.519238972,0.625912296,0.524563985,0.597462491,0.609196475,0.554129281,0.577520121,0.604603807,0.63157875,0.510524386,0.537772505,0.664417593,0.624255284,0.440544301,0.78451025,0.681303833,0.761008673,0.799698644,0.8097847,0.856589436,0.723880044,0.690869602,0.755779693,0.707259744,0.77611775,0.809765903,0.468181717,0.696320403,0.81524993,0.683143994,0.754862126,0.737980038,0.871896839,0.797273041,0.759705578,0.735324573,0.791962244,0.711765711,0.797290043,0.602256327,0.039746489
cpg440,Group,D2,0.699502137,0.766737601,0.673639686,0.561781726,0.792380838,0.66522337,0.699354642,0.636377962,0.748109289,0.599514041,0.641065549,0.745632489,0.654297668,0.639344591,0.690821361,0.64347276,0.696219804,0.606697465,0.60763528,0.681921031,0.732893435,0.652250969,0.300927983,0.494639316,0.706749127,0.677982727,0.375153943,0.526455213,0.54058855,0.646281242,0.451865903,0.53566331,0.772408483,0.496594233,0.545946665,0.481532427,0.675264672,0.687504541,0.710924451,0.292785302,0.691554048,0.635556127,0.875716465,0.537641935,0.740208832,0.069062886,0.248985354,0.810442495,0.568874516,0.804778973,0.489198031,0.704810576,0.733700567,0.873182267
cpg441,Group,D2,0.753082268,0.708832476,0.780304365,0.887075838,0.832603902,0.795525701,0.688060689,0.723046275,0.770307401,0.762362737,0.695698008,0.69718668,0.761857881,0.697901131,0.757939176,0.767075797,0.745619273,0.696626844,0.819654045,0.730389536,0.714550895,0.810185976,0.789100955,0.764974018,0.745996395,0.697163177,0.791778181,0.782849301,0.811986111,0.895541341,0.846382935,0.887175418,0.722939615,0.796257784,0.764440899,0.902630605,0.877694224,0.778757929,0.488749412,0.68986638,0.818561716,0.892437792,0.799946349,0.379889495,0.728590633,0.773028368,0.774379665,0.694376954,0.7998527,0.880527183,0.719155475,0.766371758,0.587061608,0.181458746
cpg442,Group,D2,0.576704046,0.577729404,0.572225493,0.723759535,0.564548086,0.574712752,0.548090207,0.556350401,0.577726963,0.544699295,0.541694888,0.542235824,0.558107965,0.530172345,0.580846258,0.495942745,0.525745187,0.509343878,0.605701209,0.578815234,0.557938796,0.582322087,0.589326514,0.578392494,0.609315707,0.619085943,0.535979414,0.743969074,0.676895584,0.711038689,0.734308172,0.760055067,0.73358221,0.678355828,0.724736645,0.757198329,0.75356682,0.684771387,0.709847289,0.754012578,0.66733147,0.775657198,0.806074159,0.614381695,0.77806503,0.78477729,0.75372267,0.799744635,0.704457171,0.77067246,0.746467868,0.723285428,0.623242771,0.137082162
cpg443,Group,D2,0.843813443,0.837383631,0.805530795,0.509797554,0.829908329,0.722559778,0.838234686,0.849128699,0.85084387,0.800469347,0.791301457,0.847044586,0.82870195,0.792150719,0.795735884,0.835256798,0.817809684,0.836550915,0.748279657,0.817203759,0.760334912,0.734530845,0.61569785,0.789181479,0.82683245,0.805143709,0.715265101,0.561305707,0.674992583,0.696879068,0.624952331,0.687096489,0.65734796,0.806043622,0.753828493,0.430489421,0.703536815,0.760337105,0.797076934,0.843442853,0.777365658,0.831059259,0.784663673,0.776809157,0.774911538,0.823512792,0.841125021,0.745309605,0.759566271,0.796434759,0.630173391,0.591904203,0.711686936,0.512888751
cpg444,Group,D2,0.863899788,0.893096758,0.90642854,0.852815579,0.912456043,0.870947836,0.834732591,0.874685802,0.8835778,0.886785017,0.849199606,0.878280322,0.868951272,0.853789683,0.896238641,0.761879471,0.882807513,0.842688272,0.902381758,0.880476974,0.829252654,0.897099378,0.816241651,0.87341387,0.883304341,0.851151819,0.856878968,0.892609771,0.844511145,0.893186075,0.788267692,0.839233227,0.80433094,0.885491097,0.902287275,0.89944986,0.907733181,0.881861858,0.899362375,0.910268105,0.88002236,0.889831177,0.850995528,0.833949808,0.840206133,0.933212723,0.893710478,0.792043357,0.888177997,0.915253331,0.895258669,0.88880987,0.834986005,0.90337789
cpg445,Group,D2,0.023715569,0.018251531,0.019890769,0.05542419,0.014841787,0.025673595,0.026454316,0.017484931,0.013196925,0.036631709,0.025258183,0.021427873,0.019938606,0.024939034,0.027066734,0.027255856,0.029506616,0.02304904,0.020854967,0.020598813,0.015651062,0.037302356,0.030178777,0.050132575,0.019027084,0.021520886,0.026575313,0.043674424,0.034299545,0.036917011,0.039329877,0.025281306,0.030623057,0.029482818,0.036949557,0.067900675,0.035390305,0.022231162,0.016171209,0.022633344,0.027602285,0.017475579,0.025059763,0.02585528,0.016788428,0.016259465,0.021296718,0.027239755,0.027480208,0.023707737,0.102426596,0.035911214,0.02169766,0.010374893
cpg446,Group,D2,0.112683788,0.143093897,0.116265103,0.069823089,0.080191934,0.126658228,0.13215047,0.090558626,0.070231677,0.165635912,0.11931339,0.181749508,0.145612831,0.107722095,0.128127239,0.16432561,0.139551711,0.10954167,0.148613728,0.140940812,0.120817725,0.142199699,0.08010523,0.100785868,0.089281864,0.155258506,0.111296926,0.037788408,0.103332214,0.141821574,0.052060975,0.451215264,0.13760072,0.076463188,0.255224542,0.073911797,0.13046556,0.080209437,0.266915017,0.789167176,0.138500504,0.077361544,0.387157553,0.073483417,0.070072434,0.042911636,0.223375914,0.108949371,0.168552926,0.101778312,0.248569543,0.044971868,0.045874576,0.299642175
cpg447,Group,D2,0.978149313,0.954327943,0.974906662,0.96015486,0.96076234,0.971175205,0.962639219,0.952381194,0.967056615,0.97138783,0.954971391,0.974562795,0.970430653,0.975730313,0.958300175,0.972569299,0.970260984,0.975292404,0.957843731,0.963171262,0.974057415,0.969932674,0.950309609,0.953485778,0.950227638,0.967956988,0.968807956,0.964417706,0.962873018,0.977615408,0.966846142,0.971583916,0.9617767,0.960836209,0.977112382,0.964371768,0.975531825,0.964525103,0.975316088,0.97442834,0.977961232,0.961658559,0.953768588,0.951458947,0.972939441,0.959167655,0.963606394,0.962656859,0.96935758,0.964367697,0.939641394,0.971980405,0.953936895,0.955938458
cpg448,Group,D2,0.833369494,0.834590055,0.827945606,0.756612443,0.871669506,0.845382593,0.859709049,0.816014738,0.900655944,0.859577321,0.858228646,0.856776226,0.882424152,0.801904809,0.853266978,0.844965126,0.841741673,0.861477442,0.876884344,0.884832822,0.813797947,0.87233884,0.8659525,0.881209213,0.84562687,0.850463334,0.783859779,0.802426128,0.862769087,0.841995612,0.794402569,0.740248111,0.822330953,0.818473867,0.836837106,0.76767525,0.833266824,0.851744052,0.818405306,0.857358439,0.863094018,0.879366666,0.836161094,0.840833537,0.8562106,0.796969259,0.844975913,0.780781273,0.817912247,0.837133825,0.804792682,0.857970201,0.828599998,0.14897656
cpg449,Group,D2,0.833260242,0.831504807,0.860964304,0.892099875,0.910324494,0.851671118,0.875077139,0.875750975,0.883597579,0.790003289,0.772350173,0.785423225,0.782830995,0.747819989,0.830127431,0.824120894,0.84348168,0.816519489,0.864424008,0.846576328,0.886521781,0.83832572,0.806742849,0.813506058,0.8881604,0.818395991,0.574321965,0.836881443,0.786244267,0.868353021,0.886583676,0.870462845,0.92263082,0.868620024,0.840940154,0.915740825,0.868639843,0.817734609,0.793265866,0.56085271,0.841147393,0.707905443,0.857247456,0.851607087,0.894682471,0.863130677,0.74419708,0.916917507,0.815005265,0.900411346,0.846116032,0.871904983,0.787166576,0.210363278
cpg450,Group,D2,0.805534471,0.854831191,0.776199913,0.739973367,0.848562184,0.86655364,0.816935512,0.76419157,0.819051644,0.792258039,0.788159922,0.864409253,0.881140694,0.768493967,0.810039679,0.78168637,0.796984865,0.847333239,0.799963841,0.79122336,0.78575022,0.835111996,0.796213439,0.867579778,0.831934704,0.817860903,0.885390266,0.507796034,0.718680246,0.853508739,0.299636641,0.462839298,0.401115062,0.808148808,0.815443858,0.78001019,0.849619494,0.599592006,0.746845452,0.637343226,0.840346674,0.766024091,0.594243409,0.761667545,0.758531109,0.73869207,0.342804243,0.671042756,0.63425134,0.818238344,0.634290261,0.750064185,0.651686705,0.266335964
cpg451,Group,D2,0.857593421,0.88502466,0.872253811,0.864768936,0.887473736,0.842201288,0.830956608,0.833519144,0.866970671,0.782124259,0.830557714,0.851333647,0.848252699,0.85585042,0.851855799,0.82107506,0.83047148,0.806104474,0.83015392,0.860217693,0.800365579,0.837757795,0.829719608,0.838007059,0.889741582,0.842781794,0.771483909,0.823756407,0.813717558,0.868555204,0.782606226,0.832037774,0.913372746,0.824899791,0.7803577,0.836134222,0.795562007,0.782336089,0.815949279,0.519630569,0.806711874,0.689521708,0.779272076,0.889081869,0.780844907,0.591836052,0.580954176,0.847231913,0.851968213,0.749782121,0.835325189,0.885553801,0.832049583,0.587590404
cpg452,Group,D2,0.580425481,0.639979711,0.574575642,0.788525269,0.503714024,0.629977034,0.426505217,0.456796236,0.513811133,0.541667325,0.613922996,0.476025143,0.619519845,0.498897039,0.588029218,0.567493018,0.484400909,0.522462328,0.675822268,0.493235324,0.514349494,0.528437907,0.901878401,0.708113631,0.591825056,0.65005268,0.765660366,0.847246493,0.824591994,0.783042398,0.752842619,0.701785021,0.872241656,0.663052031,0.778395962,0.833115476,0.792243935,0.809869965,0.816272244,0.788254977,0.697642437,0.922616095,0.889421262,0.843052914,0.771105153,0.877568004,0.863543766,0.85565846,0.777964537,0.86451743,0.867918787,0.731857788,0.841904684,0.486945159
cpg453,Group,D2,0.69934294,0.621427845,0.719052094,0.824027391,0.693512791,0.667378848,0.732152,0.559286495,0.534066205,0.645502567,0.736159868,0.620507551,0.663113299,0.569092141,0.667790967,0.662814476,0.710895669,0.691930925,0.664411808,0.645109188,0.569220768,0.675598143,0.83442971,0.703810441,0.678484829,0.68944717,0.765562629,0.816307418,0.755456796,0.599722829,0.8167606,0.741461518,0.868136869,0.781728014,0.569056498,0.881850865,0.867942596,0.722416235,0.814341704,0.786487257,0.799153703,0.916244661,0.9200982,0.635054722,0.771944435,0.531881121,0.389071857,0.359462853,0.653268336,0.856247531,0.847240966,0.809964163,0.464185301,0.073172546
cpg454,Group,D2,0.423211675,0.345755878,0.492324705,0.713542962,0.455240979,0.528329745,0.474433251,0.311790614,0.359374129,0.452670456,0.384123144,0.441483451,0.405704555,0.417153226,0.445856362,0.450701399,0.5001914,0.444377824,0.442210646,0.448351577,0.535273247,0.494862031,0.573419629,0.542059675,0.430126498,0.389172329,0.536736548,0.570136592,0.422472538,0.375273568,0.513405092,0.465889372,0.323174508,0.273543892,0.282437176,0.722350405,0.366659836,0.203718164,0.135227783,0.671186282,0.25183724,0.131813251,0.107906547,0.519801356,0.319473634,0.078375473,0.066705609,0.273992647,0.216224639,0.108323564,0.540632973,0.457232201,0.616618972,0.032898391
cpg455,Group,D2,0.125222415,0.162723757,0.224763294,0.289281623,0.123610915,0.186440137,0.314205074,0.150529898,0.214083406,0.305408497,0.266425531,0.18998593,0.359786018,0.275498481,0.30018961,0.267652573,0.24181787,0.263720499,0.282579457,0.35514704,0.225859838,0.285127964,0.710127759,0.433154734,0.156476032,0.303582555,0.607385511,0.292937976,0.312568295,0.334949576,0.521496776,0.596809084,0.142554569,0.208302873,0.368309894,0.405677827,0.402770649,0.549050642,0.116136444,0.487214996,0.336463145,0.435204119,0.386077451,0.276508525,0.193758628,0.416538403,0.321043675,0.151740101,0.462816489,0.3694964,0.429846256,0.137022085,0.140827996,0.038190379
cpg456,Group,D2,0.892158656,0.85127002,0.837232399,0.867018632,0.911017571,0.878120499,0.895686824,0.872920214,0.853345224,0.878722503,0.899648074,0.858341133,0.877465772,0.834032617,0.876190006,0.831795889,0.881978962,0.862483756,0.883606174,0.869774823,0.85184704,0.879080566,0.820426782,0.871567919,0.82820049,0.835332332,0.7007496,0.851641903,0.900683004,0.926456522,0.61376997,0.894501113,0.797261229,0.885116214,0.900439568,0.792322777,0.880119772,0.855611716,0.88605596,0.076969594,0.878752955,0.878817202,0.893308619,0.817837872,0.872977977,0.876246718,0.666782959,0.699505808,0.845410419,0.887482254,0.845082722,0.849175716,0.727876959,0.092310802
cpg457,Group,D2,0.854342261,0.815328643,0.799175199,0.752822155,0.881884229,0.84666435,0.820389958,0.865762103,0.864290361,0.820186918,0.866511119,0.812741494,0.877128554,0.807206934,0.851672791,0.845563394,0.858894985,0.798259407,0.88824962,0.859541555,0.795811263,0.823531189,0.784706821,0.851755295,0.831103243,0.740321918,0.833284225,0.855204875,0.763482315,0.713298446,0.679367521,0.535350671,0.868708308,0.651402922,0.52137043,0.741862121,0.849675496,0.934358847,0.86234462,0.711910796,0.858666368,0.744899179,0.696745523,0.37681488,0.804127605,0.215439138,0.409381982,0.790638414,0.786922836,0.838113158,0.749963164,0.899196326,0.807982869,0.169909043
cpg458,Group,D2,0.97794091,0.978823477,0.98057582,0.983156138,0.980498944,0.988128709,0.955986413,0.976961694,0.986246512,0.972139686,0.969067998,0.984451288,0.97480177,0.966479481,0.97210319,0.963892219,0.969236494,0.964708431,0.977256548,0.984126795,0.979139469,0.980194203,0.97399862,0.982294491,0.98416248,0.966968779,0.976003148,0.967488945,0.976420871,0.986807387,0.90870333,0.966371076,0.978588892,0.974693535,0.979747698,0.984644019,0.988152098,0.980655771,0.983507898,0.963424507,0.949782831,0.983087786,0.989510134,0.957392033,0.9667646,0.735732881,0.918668706,0.971345132,0.956773779,0.982596397,0.975435688,0.983971998,0.571880229,0.783784931
cpg459,Group,D2,0.248587699,0.262416407,0.234400941,0.205820134,0.195249561,0.268236167,0.25722227,0.275542609,0.246934294,0.291496618,0.287367864,0.286589305,0.221467186,0.303113597,0.310019564,0.335494577,0.29570604,0.257750668,0.382963212,0.220890395,0.274162984,0.278072361,0.181960998,0.324767466,0.204138222,0.273517491,0.304952544,0.2170428,0.357027274,0.274558036,0.214904025,0.212375805,0.185733531,0.25814312,0.249881931,0.264188693,0.259479929,0.236302238,0.283953455,0.274304762,0.302439648,0.197639575,0.347026022,0.620444773,0.503639227,0.256429323,0.448457526,0.199168877,0.15112498,0.24611872,0.268401875,0.194047186,0.225504224,0.254902303
cpg460,Group,D2,0.157781633,0.184923681,0.144905232,0.130398225,0.156708496,0.138982611,0.172296356,0.106431074,0.163181855,0.178818965,0.160730576,0.168906199,0.143439414,0.164708092,0.175716897,0.160539848,0.151020507,0.132040115,0.14044837,0.118496365,0.156973349,0.182816676,0.186310674,0.154767441,0.155663117,0.155700156,0.167484214,0.153328532,0.154651845,0.170633493,0.14808171,0.157308256,0.155340355,0.170898027,0.165638721,0.125414814,0.168001298,0.162272226,0.182154808,0.176333538,0.165659221,0.185723357,0.140536148,0.19069254,0.156298171,0.147545056,0.152988322,0.123281447,0.17932449,0.165158724,0.157089433,0.142788859,0.172658837,0.190151446
cpg461,Group,D2,0.420393504,0.427175511,0.452270039,0.530119697,0.44665906,0.540793817,0.437438977,0.465405231,0.407599412,0.476475411,0.474901776,0.368341706,0.536218511,0.479359946,0.522613356,0.501665078,0.465656959,0.539180271,0.510046943,0.439420797,0.407353555,0.540669616,0.680565615,0.582986518,0.470642978,0.51323671,0.677928513,0.555332721,0.610380075,0.444666603,0.331387515,0.801619255,0.406849669,0.444819849,0.407616151,0.604529473,0.566555649,0.577059465,0.329508565,0.568429722,0.46735825,0.206055622,0.220399028,0.269475675,0.639685315,0.271367891,0.722612858,0.430184901,0.432266963,0.628780237,0.602417132,0.436904583,0.473218721,0.156417006
cpg462,Group,D2,0.4024658,0.520354112,0.468411203,0.249301632,0.463937047,0.325755767,0.358154824,0.311103595,0.479255819,0.348883325,0.341683077,0.437430343,0.323884168,0.357909093,0.307963802,0.35071028,0.34260381,0.329346536,0.317383439,0.438689348,0.44874385,0.351893842,0.112106976,0.29173672,0.413592201,0.374933988,0.130575543,0.334428593,0.324136602,0.295162699,0.208737388,0.146856129,0.460581979,0.571695491,0.50064982,0.194578402,0.431202771,0.498197099,0.594675136,0.368379634,0.50735034,0.718862196,0.737952979,0.55726836,0.617293686,0.667783175,0.466228289,0.656203056,0.388844725,0.277294698,0.402798856,0.428196001,0.531500537,0.819996486
cpg463,Group,D2,0.021456259,0.025851671,0.027305959,0.046130477,0.034073486,0.026533518,0.02424053,0.025065166,0.026748812,0.03337567,0.027878081,0.022768615,0.024952896,0.025655288,0.025054785,0.022957279,0.029408097,0.02308686,0.02768007,0.021486913,0.032544242,0.029515988,0.021221546,0.026617303,0.025872418,0.021160989,0.029017468,0.030415805,0.026503886,0.029442587,0.027973152,0.450913713,0.022178773,0.032475375,0.028355257,0.057448449,0.024975753,0.02899291,0.017274291,0.02075679,0.021579864,0.083902386,0.248981916,0.029913643,0.033955692,0.025695789,0.02654089,0.023665063,0.023207053,0.022413324,0.035294335,0.047836342,0.015478246,0.039769077
cpg464,Group,D2,0.769907314,0.759800993,0.771409846,0.872071621,0.76925097,0.806654372,0.712428031,0.683322158,0.787628096,0.657179314,0.704794007,0.708214825,0.756582541,0.709923649,0.729612282,0.652316362,0.731411891,0.698314992,0.742116237,0.737863544,0.688795575,0.762309794,0.648096202,0.717292289,0.806003267,0.712593576,0.583356003,0.79982064,0.729434224,0.833586341,0.90595077,0.855799811,0.866235708,0.736531027,0.809527172,0.901665601,0.81997992,0.751558202,0.754231008,0.855788375,0.794364258,0.684291194,0.763478816,0.755853181,0.678555151,0.811539345,0.861527853,0.792446087,0.741733784,0.817437533,0.776912741,0.791844853,0.805145734,0.282568139
cpg465,Group,D2,0.806727362,0.888211207,0.823839438,0.619345076,0.853766915,0.819752925,0.851828839,0.827439677,0.789780416,0.772602499,0.860330156,0.83598582,0.878422104,0.793473354,0.774228774,0.849170961,0.79960636,0.800526145,0.822846172,0.886267458,0.892406315,0.830086803,0.837367359,0.883865739,0.837835156,0.881861924,0.884897774,0.581319388,0.820001391,0.701715779,0.759479292,0.834991728,0.694500079,0.826009285,0.746731644,0.573911093,0.702229555,0.842153623,0.825734689,0.783594794,0.824606964,0.789738666,0.828640405,0.774389897,0.775462959,0.894207389,0.848465331,0.848877162,0.882090037,0.848771478,0.543705699,0.746346792,0.793972763,0.912175161
cpg466,Group,D2,0.820997221,0.906347743,0.928112071,0.963598591,0.95950082,0.939565945,0.904496146,0.949499666,0.874037835,0.966397297,0.957181506,0.920421457,0.922892825,0.919992897,0.857182761,0.891989301,0.922965006,0.904337793,0.92135579,0.914657567,0.89501155,0.961897434,0.952755298,0.970745758,0.813712626,0.834675544,0.961077216,0.973436597,0.951541416,0.951197231,0.97677836,0.951049516,0.95869607,0.978166331,0.967680315,0.966830503,0.983871601,0.755215491,0.968059204,0.977928063,0.878236585,0.705535535,0.933398455,0.982916629,0.986415737,0.884260895,0.970545203,0.77191535,0.948641457,0.746100582,0.983085353,0.98168154,0.64972574,0.986288383
cpg467,Group,D2,0.879745156,0.858763226,0.865626709,0.864867288,0.87469911,0.885497428,0.83277349,0.83675239,0.86366019,0.852506823,0.863298547,0.861641317,0.859998019,0.82246038,0.83436365,0.87006336,0.867005319,0.839365193,0.811129042,0.873090743,0.846265255,0.876319443,0.841708256,0.851293558,0.870324763,0.84163979,0.796742419,0.793516175,0.87844317,0.864540326,0.81648971,0.9061871,0.797505427,0.785970734,0.871834319,0.795381388,0.845861173,0.878092875,0.82976756,0.855052959,0.864591381,0.719752319,0.814601919,0.827876538,0.84355852,0.770853245,0.799149905,0.826154342,0.882820978,0.874301895,0.811739093,0.870296444,0.845796008,0.403837859
cpg468,Group,D2,0.906044377,0.920464443,0.908660198,0.879873013,0.940447195,0.950956354,0.940845916,0.921108539,0.930825398,0.900518045,0.939139834,0.951646821,0.940220679,0.919406333,0.853406618,0.944782365,0.960157122,0.935964567,0.9259069,0.911443065,0.950446901,0.940117169,0.92694677,0.949505626,0.926194128,0.938221804,0.95561829,0.765715011,0.836446664,0.770867268,0.74237935,0.638158425,0.913547783,0.94416518,0.833235772,0.869809542,0.950466269,0.917255657,0.909050391,0.50043597,0.912165652,0.958680338,0.838406999,0.926813559,0.933058199,0.707836957,0.515887399,0.842795879,0.900333496,0.572354485,0.928187601,0.84159133,0.935984507,0.937073491
cpg469,Group,D2,0.546561015,0.509183748,0.566813227,0.659578587,0.603943855,0.614284597,0.467773122,0.607677783,0.559196679,0.561398393,0.617135244,0.580219471,0.56709095,0.567404732,0.55508505,0.559403455,0.441952193,0.593555751,0.589596734,0.562196646,0.482230687,0.573414631,0.558442426,0.651566379,0.470187377,0.579272521,0.620971537,0.668121072,0.653621071,0.535705483,0.32798972,0.509453267,0.526805837,0.565438218,0.62677287,0.652359777,0.763171986,0.665368055,0.633432029,0.517642829,0.488043348,0.809891928,0.502019457,0.381227244,0.525250616,0.446899537,0.372904729,0.503270913,0.501911653,0.399590422,0.626287724,0.54163664,0.536280881,0.585795171
cpg470,Group,D2,0.042415982,0.053510195,0.050098372,0.17738758,0.044096065,0.066231601,0.084979224,0.018479406,0.040732433,0.069074416,0.104938184,0.035413869,0.049914128,0.032191122,0.062103239,0.044444395,0.044535912,0.034273601,0.054911479,0.069489366,0.040354396,0.075375133,0.038432899,0.083911575,0.038214252,0.060051275,0.035821684,0.095877263,0.222050665,0.292501632,0.070258438,0.334949512,0.096760029,0.361630645,0.322372469,0.240307344,0.267341467,0.031880132,0.05008875,0.525887513,0.348106428,0.734646169,0.557990016,0.583159361,0.55171563,0.304458406,0.669383642,0.320310864,0.420233972,0.181763648,0.353451269,0.041211389,0.179237294,0.026142099
cpg471,Group,D2,0.929433326,0.942343723,0.917132163,0.793306332,0.919403,0.928129054,0.936467079,0.941327669,0.924858123,0.928466188,0.935561295,0.943656352,0.951068824,0.922268335,0.926740524,0.918834926,0.929439772,0.928453712,0.927408412,0.940327072,0.949286931,0.936602688,0.936072418,0.937278501,0.884719547,0.93630348,0.942700811,0.834312686,0.896298079,0.92241347,0.90585368,0.92975896,0.868930871,0.936991611,0.915739342,0.844576952,0.892231923,0.907560495,0.934858666,0.874582587,0.931369748,0.965107859,0.937229561,0.949208692,0.884914473,0.937598381,0.925123348,0.918302812,0.959612759,0.936085064,0.837664904,0.903217373,0.899277611,0.95776958
